留言板内容,capacity,time,楼层,type,pasterid,secret,signature,htmlContent,effect,回复内容,回复者,bmp,留言发布时间,modifytime,留言者QQ号,留言者姓名,留言ID
"《酥油》...又是一本与信仰有关的书。
每次看完之后都会有那么一点酸楚...对我们汉族的信仰的迷茫？？
你知道你的信仰吗？？",5851,,402,0,,0,,《酥油》...又是一本与信仰有关的书。\u003Cbr  \/>每次看完之后都会有那么一点酸楚...对我们汉族的信仰的迷茫？？\u003Cbr  \/>你知道你的信仰吗？？,0,,,188095a10002e101,2012/5/26 10:53,0,371312563,明明,403
"今天晚上虽然很晚了，但是很有成就感....把电脑修好了~~
看了一集《舌尖上的中国》，不知道为什么就觉得幸福原来这么容易~~！！",5848,,401,0,,0,,今天晚上虽然很晚了，但是很有成就感....把电脑修好了~~\u003Cbr  \/>看了一集《舌尖上的中国》，不知道为什么就觉得幸福原来这么容易~~！！,0,,,188095a10002e101,2012/5/24 1:27,0,371312563,明明,402
"英语演讲比赛~~果断报名！！
i\u0027m nobody,but i will become somebody one day!",5894,,400,0,,0,,"英语演讲比赛~~果断报名！！\u003Cbr  \/>i\u0027m&nbsp;nobody,but&nbsp;i&nbsp;will&nbsp;become&nbsp;somebody&nbsp;one&nbsp;day!",0,,,188095a10002e101,2012/5/23 0:16,0,371312563,明明,401
"不抱怨地生活，有事儿做是件好事！！
O(∩_∩)O~ 哪天可以鼓起勇气给十年以后的自己写封信？？
(⊙o⊙)嗯~   昨天去龙洞村看到了很多人的影子啊，很多很多......
明天大托镇政府~~！！~~好好加油！！",5782,,399,0,,0,,不抱怨地生活，有事儿做是件好事！！\u003Cbr  \/>O(∩_∩)O~&nbsp;哪天可以鼓起勇气给十年以后的自己写封信？？\u003Cbr  \/>(⊙o⊙)嗯~&nbsp;&nbsp;&nbsp;昨天去龙洞村看到了很多人的影子啊，很多很多......\u003Cbr  \/>明天大托镇政府~~！！~~好好加油！！,0,,,188095a10002e101,2012/5/21 23:09,0,371312563,明明,400
幸福了吗，看完了，喜欢白岩松，嘿嘿，他也是个足球迷。,5874,1337566923,398,0,,0,,幸福了吗，看完了，喜欢白岩松，嘿嘿，他也是个足球迷。,1056,呵呵.....他对挺汉子的...,明明,98d595a00000e101,2012/5/21 8:52,0,630351518,南南,399
"见证了拜仁一路进决赛，也见证了拜仁与冠军失之交臂....
真的，离冠军就那么近那么近....
但是，足球场上是没有亚军的...亚军的唯一作用是用来给冠军做陪衬的！！
慕尼黑不相信眼泪！！
爱足球，爱生活啊.......",5771,,397,0,,0,,见证了拜仁一路进决赛，也见证了拜仁与冠军失之交臂....\u003Cbr  \/>真的，离冠军就那么近那么近....\u003Cbr  \/>但是，足球场上是没有亚军的...亚军的唯一作用是用来给冠军做陪衬的！！\u003Cbr  \/>慕尼黑不相信眼泪！！\u003Cbr  \/>爱足球，爱生活啊.......,0,,,188095a10002e101,2012/5/20 5:57,0,371312563,明明,398
"虽然很累...
但是心情很好！！很有动力！！",5927,,396,0,,0,,虽然很累...\u003Cbr  \/>但是心情很好！！很有动力！！,0,,,188095a10002e101,2012/5/17 23:53,0,371312563,明明,397
鱼与熊掌....,5955,,395,0,,0,,鱼与熊掌....,0,,,188095a10002e101,2012/5/17 1:22,0,371312563,明明,396
大一你姑且可以看做是丰富课余文化生活~大二慢慢的往后面走则趋向于后者了~毕竟大学什么活动都不参加那也不好，但是什么活动都去参一脚反而会迷失了自己的一些方向，我现在就是这样的~,5796,,394,0,,0,,大一你姑且可以看做是丰富课余文化生活~大二慢慢的往后面走则趋向于后者了~毕竟大学什么活动都不参加那也不好，但是什么活动都去参一脚反而会迷失了自己的一些方向，我现在就是这样的~,0,,,98d595840840a201,2012/5/14 23:44,0,376976240,骑行小蜗游,395
"夜深了...拿出了好久都没有碰过的日记.....
我们的新老干部交流会，谈天说地，自驾游，5.28....到底是算丰富的课余文化生活还是算毫无意义的时间消遣呢？？？
你知道答案吗？？",5803,,393,0,,0,,夜深了...拿出了好久都没有碰过的日记.....\u003Cbr  \/>我们的新老干部交流会，谈天说地，自驾游，5.28....到底是算丰富的课余文化生活还是算毫无意义的时间消遣呢？？？\u003Cbr  \/>你知道答案吗？？,0,,,188095a10002e101,2012/5/14 2:03,0,371312563,明明,394
"生活就是由一个个误会堆砌而成的....
过得太安逸了反而不自在~~了",5906,,392,0,,0,,生活就是由一个个误会堆砌而成的....\u003Cbr  \/>过得太安逸了反而不自在~~了,0,,,188095a10002e101,2012/5/12 16:03,0,371312563,明明,393
今天终于接触到大四的学长了！！,5937,,391,0,,0,,今天终于接触到大四的学长了！！,0,,,188095a10002e101,2012/5/11 21:38,0,371312563,明明,392
如果是相交的圆，还是有那么一段轨迹值得回忆，平行的线，还是有那么一段旅程一起经历。朋友是一辈子的事，虽然有人走来有人离开。朋友也是一时的情，毕竟没有谁能陪谁走到最后，走完全程。所以，且行且珍惜吧，你懂的,5720,1336540144,390,0,,0,,如果是相交的圆，还是有那么一段轨迹值得回忆，平行的线，还是有那么一段旅程一起经历。朋友是一辈子的事，虽然有人走来有人离开。朋友也是一时的情，毕竟没有谁能陪谁走到最后，走完全程。所以，且行且珍惜吧，你懂的,1056,嗯嗯！！对的...活在当下.....,明明,98d595a00000e101,2012/5/9 10:59,0,630351518,南南,391
因为搬家吗？这么多想法？,5945,,389,0,,0,,因为搬家吗？这么多想法？,1024,,,98d595a00000e101,2012/5/9 10:54,0,630351518,南南,390
"有时候会想在我的人生中会遇到那么多那么多的人....
我们之间的轨迹或许会有一些交集....更多的像两个圆的相交，过了相交的一段后就永远都不会再有联系
也许更多的是平行线，及时很近，但永远不会发生任何联系....
呵呵...一句普通的再见也许就是永别.......
嗯嗯....没有什么事....小小感慨一下......",5687,,388,0,,0,,有时候会想在我的人生中会遇到那么多那么多的人....\u003Cbr  \/>我们之间的轨迹或许会有一些交集....更多的像两个圆的相交，过了相交的一段后就永远都不会再有联系\u003Cbr  \/>也许更多的是平行线，及时很近，但永远不会发生任何联系....\u003Cbr  \/>呵呵...一句普通的再见也许就是永别.......\u003Cbr  \/>嗯嗯....没有什么事....小小感慨一下......,0,,,188095a10002e101,2012/5/8 22:44,0,371312563,明明,389
"现阶段的部门设置......
是为了现在的发展......所以部门改了以后.....",5901,,387,0,,0,,现阶段的部门设置......\u003Cbr  \/>是为了现在的发展......所以部门改了以后.....,0,,,188095a10002e101,2012/5/8 0:44,0,371312563,明明,388
there is a secret that i will never tell you.....maybe.....,5908,,386,0,,0,,there&nbsp;is&nbsp;a&nbsp;secret&nbsp;that&nbsp;i&nbsp;will&nbsp;never&nbsp;tell&nbsp;you.....maybe.....,0,,,188095a10002e101,2012/5/6 23:19,0,371312563,明明,387
"你一直在成长着，偶尔会茫然，会失措，只要不迷失方向。
于是，你终会在哪一天觉得。。。。觉得的东西还是你自己想吧~",5832,1336149824,385,0,,0,,你一直在成长着，偶尔会茫然，会失措，只要不迷失方向。\u003Cbr  \/>于是，你终会在哪一天觉得。。。。觉得的东西还是你自己想吧~,32,嗯嗯~~,明明,98d595840840a201,2012/5/5 0:38,0,376976240,骑行小蜗游,386
"我就是这样经常喜欢怀旧什么的....
所以我不太爱搬家什么的，对自己熟悉的东西不想去改变.....
可是现在.........",5861,,384,0,,0,,我就是这样经常喜欢怀旧什么的....\u003Cbr  \/>所以我不太爱搬家什么的，对自己熟悉的东西不想去改变.....\u003Cbr  \/>可是现在.........,0,,,188095a10002e101,2012/5/4 23:53,0,371312563,明明,385
会犯错误，会觉得自己怎么的，或者不应该什么的。一切都会好起来的,5907,,383,0,,0,,会犯错误，会觉得自己怎么的，或者不应该什么的。一切都会好起来的,1024,,,98d595a00000e101,2012/5/3 23:42,0,630351518,南南,384
哈哈，我们都是好孩子，努力读书，努力奋斗。恩恩，在爱站认识你们真好，一起加油，一起向前。,5824,1336059736,382,0,,0,,哈哈，我们都是好孩子，努力读书，努力奋斗。恩恩，在爱站认识你们真好，一起加油，一起向前。,1056,嗯嗯~加油加油.....我们会成熟起来的！！,明明,98d595a00000e101,2012/5/3 23:02,0,630351518,南南,383
会犯错误，会觉得自己怎么的，或者不应该什么的。一切都会好起来的,5907,,381,0,,0,,会犯错误，会觉得自己怎么的，或者不应该什么的。一切都会好起来的,1024,,,98d595a00000e101,2012/5/3 19:46,0,630351518,南南,382
知道你今天心里肯定很难受，不过看开点，没关系的啦，就象玲说的，还是会收到很多感受，很多经验,5879,,380,0,,0,,知道你今天心里肯定很难受，不过看开点，没关系的啦，就象玲说的，还是会收到很多感受，很多经验,1024,,,98d595a00000e101,2012/5/3 19:44,0,630351518,南南,381
学习吧！！现在动力很足啊！！,5939,,379,0,,0,,学习吧！！现在动力很足啊！！,0,,,188095a10002e101,2012/5/3 19:17,0,371312563,明明,380
"follow your own heart ,en it\u0027s up to you ,your parents will proud of you whatever your decision or choice is .",5747,1336043496,378,0,,0,,"follow&nbsp;your&nbsp;own&nbsp;heart&nbsp;,en&nbsp;it\u0027s&nbsp;up&nbsp;to&nbsp;you&nbsp;,your&nbsp;parents&nbsp;will&nbsp;proud&nbsp;of&nbsp;you&nbsp;whatever&nbsp;your&nbsp;decision&nbsp;or&nbsp;choice&nbsp;is&nbsp;.",1056,"thank you ~~i will make it.....follow my heart and do what i want !!
tomorrow is another day!",明明,98d595a00000e101,2012/5/3 19:02,0,630351518,南南,379
每一条走过的路都有不得不坚持的理由，每一条要走的路都有不得不选择的方向。,5897,,377,0,,0,,每一条走过的路都有不得不坚持的理由，每一条要走的路都有不得不选择的方向。,1024,,,98d595a00000e101,2012/5/3 18:58,0,630351518,南南,378
呵呵，可以尝试去走走，见见世界，养养心灵。其实我也好想看这几本书，感觉应该会很安静，很舒服。,5877,,376,0,,0,,呵呵，可以尝试去走走，见见世界，养养心灵。其实我也好想看这几本书，感觉应该会很安静，很舒服。,1024,,,98d595a00000e101,2012/5/3 18:55,0,630351518,南南,377
刘墉写的萤窗小语，点 一盏心灯看着都特别温暖。,5924,,375,0,,0,,刘墉写的萤窗小语，点&nbsp;一盏心灯看着都特别温暖。,1024,,,98d595a00000e101,2012/5/3 18:53,0,630351518,南南,376
"I love three things: the sun, the moon and you. the sun for the day, the moon for the night. and you for ever......
挺好的~~记下来先！！",5831,,374,0,,0,,"I&nbsp;love&nbsp;three&nbsp;things:&nbsp;the&nbsp;sun,&nbsp;the&nbsp;moon&nbsp;and&nbsp;you.&nbsp;the&nbsp;sun&nbsp;for&nbsp;the&nbsp;day,&nbsp;the&nbsp;moon&nbsp;for&nbsp;the&nbsp;night.&nbsp;and&nbsp;you&nbsp;for&nbsp;ever......\u003Cbr  \/>挺好的~~记下来先！！",0,,,188095a10002e101,2012/5/3 12:59,0,371312563,明明,375
"家明，+明，王+明
你知道你自己现在在做什么？对吧.....",5915,,373,0,,0,,家明，+明，王+明\u003Cbr  \/>你知道你自己现在在做什么？对吧.....,0,,,188095a10002e101,2012/5/1 23:50,0,371312563,明明,374
"forever friend~~
游哥....加油哈.....",5931,,372,0,,0,,forever&nbsp;friend~~\u003Cbr  \/>游哥....加油哈.....,0,,,188095a10002e101,2012/4/30 22:43,0,371312563,明明,373
似乎遇到了点困难，能否说说？,5939,,371,0,,0,,似乎遇到了点困难，能否说说？,1024,,,98d595840840a201,2012/4/30 20:36,0,376976240,骑行小蜗游,372
"每次回家都是这样....我知道你们是在保护我，只是我现在还不能确定你们的保护我要不要接受。
世界是残酷的，我接受。社会是现实的，我接受。真的，每次跟你们讲出我的想法之后你们告诉我的都是顾虑.....
尽管每次都说最后的决定权在于我，但是你每次都把那个选择说得那么的明显。
我同意，在大学里面学习和锻炼是第一位的.但是其他的事情我真的做不到完全不考虑。
爸爸，我很抱歉我现在不能很坚定的告诉你我能够成为你想看到的那个我。
但是我明白，我所做的一切目的都是不想让你失望。
这次的事情我会做好自己的选择的，相信我！",5475,,370,0,,0,,每次回家都是这样....我知道你们是在保护我，只是我现在还不能确定你们的保护我要不要接受。\u003Cbr  \/>世界是残酷的，我接受。社会是现实的，我接受。真的，每次跟你们讲出我的想法之后你们告诉我的都是顾虑.....\u003Cbr  \/>尽管每次都说最后的决定权在于我，但是你每次都把那个选择说得那么的明显。\u003Cbr  \/>我同意，在大学里面学习和锻炼是第一位的.但是其他的事情我真的做不到完全不考虑。\u003Cbr  \/>爸爸，我很抱歉我现在不能很坚定的告诉你我能够成为你想看到的那个我。\u003Cbr  \/>但是我明白，我所做的一切目的都是不想让你失望。\u003Cbr  \/>这次的事情我会做好自己的选择的，相信我！,0,,,188095a10002e101,2012/4/29 22:11,0,371312563,明明,371
"我有的只是想看世界的热情和离开家的决心。
                                                          ————《单车上路》
从最开始的《徒步去西藏》再到《搭车去柏林》.....每次看完这种书都会有出去冒险的冲动.....
也许这就是我去毅行的原因吧.......
其实，我并不适合去流浪，但还是挺适合去冒险的........呵呵",5670,,369,0,,0,,我有的只是想看世界的热情和离开家的决心。\u003Cbr  \/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;————《单车上路》\u003Cbr  \/>从最开始的《徒步去西藏》再到《搭车去柏林》.....每次看完这种书都会有出去冒险的冲动.....\u003Cbr  \/>也许这就是我去毅行的原因吧.......\u003Cbr  \/>其实，我并不适合去流浪，但还是挺适合去冒险的........呵呵,0,,,188095a10002e101,2012/4/29 1:55,0,371312563,明明,370
每次看刘墉的处事书都会觉得世界是这么的美好~~呵呵........,5911,,368,0,,0,,每次看刘墉的处事书都会觉得世界是这么的美好~~呵呵........,0,,,188095a10002e101,2012/4/28 13:15,0,371312563,明明,369
[em]e129[\/em]留的全是言啊，佛说怎么没动态，原来华丽丽的都在这里啊[em]e103[\/em],5831,1335590040,367,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e129.gif\u0022  \/>\u003Cwbr  \/>留的全是言啊，佛说怎么没动态，原来华丽丽的都在这里啊\u003Cimg src=\u0022\/qzone\/em\/e103.gif\u0022  \/>\u003Cwbr  \/>,4195360,呵呵~~低调嘛.....[em]e113[\/em],明明,18d095800000c201,2012/4/27 15:09,0,826036946,CHATTERBOX[em]e328567[\/em]﹌,368
来过，看过！,5955,,366,0,,0,,来过，看过！,1024,,,98d595840840a201,2012/4/26 8:17,0,376976240,骑行小蜗游,367
"大一：快乐>>苦恼
大二：快乐>苦恼
大三：曾经的感动和留恋的东西会随着时间的改变而改变......
也许现在我还不能理解这些东西吧~但是我会努力把大一的东西延续的！！",5803,,365,0,,0,,大一：快乐&gt;&gt;苦恼\u003Cbr  \/>大二：快乐&gt;苦恼\u003Cbr  \/>大三：曾经的感动和留恋的东西会随着时间的改变而改变......\u003Cbr  \/>也许现在我还不能理解这些东西吧~但是我会努力把大一的东西延续的！！,0,,,188095a10002e101,2012/4/25 23:39,0,371312563,明明,366
每次到你空间都有特别的感觉，很给力。,5857,1335368126,364,0,,0,,每次到你空间都有特别的感觉，很给力。,1056,呵呵...谢谢.....只是自己在自己的留言板留言的不多.....而已,明明,98d595a00000e101,2012/4/25 19:27,0,630351518,南南,365
恩恩，你是个好孩子＾＿＾,5945,,363,0,,0,,恩恩，你是个好孩子＾＿＾,1024,,,98d595a00000e101,2012/4/25 19:26,0,630351518,南南,364
我表示明天早上6：40升旗.....,5939,,362,0,,0,,我表示明天早上6：40升旗.....,0,,,188095a10002e101,2012/4/22 23:40,0,371312563,明明,363
"毅行完了~
我多了很多不可名状的收获。
反正就是肉体上也许有些痛苦，但是感觉上是顶好的。
第一次睡帐篷，第一次这样强烈地体验团队，第一次体验流浪，第一次.........
嗯嗯,we are the best cause we are one!",5771,,361,0,,0,,"毅行完了~\u003Cbr  \/>我多了很多不可名状的收获。\u003Cbr  \/>反正就是肉体上也许有些痛苦，但是感觉上是顶好的。\u003Cbr  \/>第一次睡帐篷，第一次这样强烈地体验团队，第一次体验流浪，第一次.........\u003Cbr  \/>嗯嗯,we&nbsp;are&nbsp;the&nbsp;best&nbsp;cause&nbsp;we&nbsp;are&nbsp;one!",0,,,188095a10002e101,2012/4/22 20:39,0,371312563,明明,362
"我的毅行签到卡丢了.....但是我还是会去毅行的！！
今天晚上已经发动各种关系去找看有没有多余签到卡了.....
突然想到一句话
我们生活在规则中，谁能够利用好这些规则，谁就是胜者！",5798,,360,0,,0,,我的毅行签到卡丢了.....但是我还是会去毅行的！！\u003Cbr  \/>今天晚上已经发动各种关系去找看有没有多余签到卡了.....\u003Cbr  \/>突然想到一句话\u003Cbr  \/>我们生活在规则中，谁能够利用好这些规则，谁就是胜者！,0,,,188095a10002e101,2012/4/20 0:50,0,371312563,明明,361
"今天终于打了电话回去了......
特别希望明天的外联能够成功！！！
朝鲜.....！！谁在学走路的时候没摔过呢？我又怎忍心笑你呢？",5848,,359,0,,0,,今天终于打了电话回去了......\u003Cbr  \/>特别希望明天的外联能够成功！！！\u003Cbr  \/>朝鲜.....！！谁在学走路的时候没摔过呢？我又怎忍心笑你呢？,0,,,188095a10002e101,2012/4/15 23:45,0,371312563,明明,360
希望你知道你应该干什么.....眼光应该放长远一点！！,5918,,358,0,,0,,希望你知道你应该干什么.....眼光应该放长远一点！！,0,,,188095a10002e101,2012/4/15 13:51,0,371312563,明明,359
嗯嗯.....十遍！！,5950,,357,0,,0,,嗯嗯.....十遍！！,0,,,188095a10002e101,2012/4/14 13:29,0,371312563,明明,358
作息有规律是个好习惯的，坚持。go ahead ,5930,,356,0,,0,,作息有规律是个好习惯的，坚持。go&nbsp;ahead&nbsp;,1024,,,98d595a00000e101,2012/4/13 17:56,0,630351518,南南,357
哈哈，你赢了，什么电视剧，介绍给我see see >_\u003C,5835,1334381317,355,0,,0,,哈哈，你赢了，什么电视剧，介绍给我see&nbsp;see&nbsp;&gt;_&lt;,1056,我赢了什么.>....\u003C,明明,98d595a00000e101,2012/4/13 17:54,0,630351518,南南,356
本来十点应该睡觉的！！却被一套电路试卷拖到了现在......,5913,,354,0,,0,,本来十点应该睡觉的！！却被一套电路试卷拖到了现在......,0,,,188095a10002e101,2012/4/13 0:58,0,371312563,明明,355
人不是生来给打败的！！,5945,,353,0,,0,,人不是生来给打败的！！,0,,,188095a10002e101,2012/4/10 23:39,0,371312563,明明,354
"或许你总是说我很了不起，其实，很多时候我只是个2B。
期待着你成功。
加油，却少了份 加游~",5778,1333975144,352,0,,0,,或许你总是说我很了不起，其实，很多时候我只是个2B。\u003Cbr  \/>期待着你成功。\u003Cbr  \/>加油，却少了份&nbsp;加游~,1056,游哥，不管发生什么，其实你在我心中还是那个积极向上的游哥！！一起加油！！！！！,明明,98d595840840a201,2012/4/9 20:32,0,376976240,骑行小蜗游,353
"几天没有来了，留言板又增色不少啊。。。看着你积极上进，想想自己的如何颓废，我真心觉得我。。。。说不出。。。送给你的依旧只有加油！！！
想着当年一起散步与湘江边，你问起我人活着是为了什么？我只是回答为了进步，当年说得如此豪迈的我，却再也没有找回过那份奋斗，那种思想！！！时间泯灭了我斗志，却也造就了你的才华！！",5601,1334138929,351,0,,0,,几天没有来了，留言板又增色不少啊。。。看着你积极上进，想想自己的如何颓废，我真心觉得我。。。。说不出。。。送给你的依旧只有加油！！！\u003Cbr  \/>想着当年一起散步与湘江边，你问起我人活着是为了什么？我只是回答为了进步，当年说得如此豪迈的我，却再也没有找回过那份奋斗，那种思想！！！时间泯灭了我斗志，却也造就了你的才华！！,1056,"好久没有联系了.....今晚有时间吗？
",明明,98d595840840a201,2012/4/9 20:27,0,376976240,骑行小蜗游,352
life like this~~,5951,,350,0,,0,,life&nbsp;like&nbsp;this~~,0,,,188095a10002e101,2012/4/8 22:33,0,371312563,明明,351
"每天10点左右要睡觉！！
早上起来学英语！！
经常给自己加一些新习惯，让你的生活更加丰富~~",5881,,349,0,,0,,每天10点左右要睡觉！！\u003Cbr  \/>早上起来学英语！！\u003Cbr  \/>经常给自己加一些新习惯，让你的生活更加丰富~~,0,,,188095a10002e101,2012/4/5 22:07,0,371312563,明明,350
"follow your heart~~
找出自己的闪光点！！
那是你自信的来源......",5904,,348,0,,0,,follow&nbsp;your&nbsp;heart~~\u003Cbr  \/>找出自己的闪光点！！\u003Cbr  \/>那是你自信的来源......,0,,,188095a10002e101,2012/4/5 13:26,0,371312563,明明,349
"在我的人生信条里，人的一生活的就是一个人情味儿。
但是现在人之间更多的充斥着的是互相的不信任....it\u0027s horrible.....
我自己是不是也应该反思一下呢？",5823,,347,0,,0,,在我的人生信条里，人的一生活的就是一个人情味儿。\u003Cbr  \/>但是现在人之间更多的充斥着的是互相的不信任....it\u0027s&nbsp;horrible.....\u003Cbr  \/>我自己是不是也应该反思一下呢？,0,,,188095a10002e101,2012/4/3 21:27,0,371312563,明明,348
清明雨上，出发！,5951,,346,0,,0,,清明雨上，出发！,0,,,188095a10002e101,2012/4/2 7:52,0,371312563,明明,347
"这本书让我从此多了一份质疑精神！
                                     ——读《青春》",5883,,345,0,,0,,这本书让我从此多了一份质疑精神！\u003Cbr  \/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;——读《青春》,0,,,188095a10002e101,2012/4/1 0:30,2012/4/2 0:25,371312563,明明,346
be happy and move on!!,5945,,344,0,,0,,be&nbsp;happy&nbsp;and&nbsp;move&nbsp;on!!,0,,,188095a10002e101,2012/4/1 0:29,0,371312563,明明,345
今天晚上开会讲到什么换届什么的有点伤感啊...........,5916,,343,0,,0,,今天晚上开会讲到什么换届什么的有点伤感啊...........,0,,,188095a10002e101,2012/3/30 22:23,0,371312563,明明,344
i have no idea if i can move on and be happy.......,5916,,342,0,,0,,i&nbsp;have&nbsp;no&nbsp;idea&nbsp;if&nbsp;i&nbsp;can&nbsp;move&nbsp;on&nbsp;and&nbsp;be&nbsp;happy.......,0,,,188095a10002e101,2012/3/29 13:07,0,371312563,明明,343
留言板上写了很多东西哈~,5895,1332997173,341,0,,0,,留言板上写了很多东西哈~,32,"还不是学你的~~呵呵.....
",明明,98d595840840a201,2012/3/29 12:27,0,376976240,骑行小蜗游,342
"
难得有时间这么晚看球~~
其实每次看球都会有很多收获，都会明白许多的东西....",5893,,340,0,,0,,\u003Cbr  \/>难得有时间这么晚看球~~\u003Cbr  \/>其实每次看球都会有很多收获，都会明白许多的东西....,0,,,188095a10002e101,2012/3/29 4:54,0,371312563,明明,341
"今天足球踢得很爽啊~~对于清明节有点小期待，好久都没有去扫墓了......
还有为什么今天下午在办公室值班的人都不主动一点去整一下衣服呢？？",5836,,339,0,,0,,今天足球踢得很爽啊~~对于清明节有点小期待，好久都没有去扫墓了......\u003Cbr  \/>还有为什么今天下午在办公室值班的人都不主动一点去整一下衣服呢？？,0,,,188095a10002e101,2012/3/27 22:20,0,371312563,明明,340
那天办公室整理的照片放在我相册爱心中转站的分栏里，不好意思，那天没法把他放群相册里去,5422,1332774326,338,0,,0,,那天办公室整理的照片放在我相册爱心中转站的分栏里，不好意思，那天没法把他放群相册里去,1056,嗯嗯嗯嗯....原来是这样...,明明,98d595a00000e101,2012/3/25 15:38,0,630351518,南南,339
我哭了，星期二还是坚持罢，呵呵。,5720,1332738603,337,0,,0,,我哭了，星期二还是坚持罢，呵呵。,1056,恩，应该是的，这么晚才睡呵？,南南,98d595a00000e101,2012/3/25 15:33,0,630351518,南南,338
恩，我觉得你很强悍的啦，足球赛，加油！另外，罢餐的事你好理智，居然想到星期三、、、,5887,,336,0,,0,,恩，我觉得你很强悍的啦，足球赛，加油！另外，罢餐的事你好理智，居然想到星期三、、、,1024,,,98d595a00000e101,2012/3/25 15:32,0,630351518,南南,337
"虽然今天打篮球扭了脚，但是我相信我们明天的足球一定会赢的！！“Never say never!!!”
还有关于那个罢餐的事儿~~我决定星期三罢餐~~因为我怕星期三卖的都是星期二的剩菜........",5800,,335,0,,0,,虽然今天打篮球扭了脚，但是我相信我们明天的足球一定会赢的！！“Never&nbsp;say&nbsp;never!!!”\u003Cbr  \/>还有关于那个罢餐的事儿~~我决定星期三罢餐~~因为我怕星期三卖的都是星期二的剩菜........,0,,,188095a10002e101,2012/3/25 0:50,0,371312563,明明,336
今天的英语课改变了我很多看法......,5933,,334,0,,0,,今天的英语课改变了我很多看法......,0,,,188095a10002e101,2012/3/22 12:44,0,371312563,明明,335
一切可安好？？？,5826,1332347587,333,0,,0,,一切可安好？？？,1056,呵呵...还有喉咙发炎了...都不太想睡了~,明明,98d595840840a201,2012/3/22 0:01,0,376976240,骑行小蜗游,334
子非鱼，我非你.....,5948,,332,0,,0,,子非鱼，我非你.....,0,,,188095a10002e101,2012/3/21 23:20,0,371312563,明明,333
你默默地转向一边，面对黑夜....再见，是为了再见......,5915,,331,0,,0,,你默默地转向一边，面对黑夜....再见，是为了再见......,0,,,188095a10002e101,2012/3/20 23:23,0,371312563,明明,332
星星的故事就是不论你走到哪儿，都不会把你跟丢。,5921,,330,0,,0,,星星的故事就是不论你走到哪儿，都不会把你跟丢。,0,,,188095a10002e101,2012/3/16 21:52,0,371312563,明明,331
今天好多了~~我们的活动可以说比较成功滴举办了~~还是有点小小的成就感的~~但是晚上应用语文老师又要我这一组组织她两个班的演讲活动............真是不得完累~~~,5816,,329,0,,0,,今天好多了~~我们的活动可以说比较成功滴举办了~~还是有点小小的成就感的~~但是晚上应用语文老师又要我这一组组织她两个班的演讲活动............真是不得完累~~~,0,,,188095a10002e101,2012/3/15 21:35,0,371312563,明明,330
其实你很棒的啊，这次活动你全程的参与，真的挺好的，有压力烦恼，渲泻出来就好了，继续加油,5740,1331771436,328,0,,0,,其实你很棒的啊，这次活动你全程的参与，真的挺好的，有压力烦恼，渲泻出来就好了，继续加油,1056,恩，高兴,南南,98d595a00000e101,2012/3/14 0:34,0,630351518,南南,329
呵呵~~偶尔也来宣泄一下！！今天真是累死了！！各种各种事啊....从上午英语课后才回到寝室！！现在好晕~~还有就是谢谢小禹姐姐，你今天教了我很多东西！！我这么累可能证明的是我的无能吧..........,5783,,327,0,,0,,呵呵~~偶尔也来宣泄一下！！今天真是累死了！！各种各种事啊....从上午英语课后才回到寝室！！现在好晕~~还有就是谢谢小禹姐姐，你今天教了我很多东西！！我这么累可能证明的是我的无能吧..........,0,,,188095a10002e101,2012/3/13 23:07,0,371312563,明明,328
其实我很好，只是这段时间不晓得怎么的吃不下学校食堂的饭菜~,5832,1331308542,326,0,,0,,其实我很好，只是这段时间不晓得怎么的吃不下学校食堂的饭菜~,32,"我知道你很好的~~口味变叼了~~
那个东西只是有感而发的~~",明明,98d595840840a201,2012/3/9 21:37,0,376976240,骑行小蜗游,327
"i don\u0027t know what are you bearing,but i know it must be hurt.",5906,,325,0,,0,,"i&nbsp;don\u0027t&nbsp;know&nbsp;what&nbsp;are&nbsp;you&nbsp;bearing,but&nbsp;i&nbsp;know&nbsp;it&nbsp;must&nbsp;be&nbsp;hurt.",0,,,188095a10002e101,2012/3/9 19:15,0,371312563,明明,326
