nickname,ubbContent,capacity,time,pubtime,floor,type,pasterid,secret,signature,htmlContent,effect,content,nick,bmp,modifytime,uin,id
SI,[em]e113[\/em][em]e113[\/em][em]e113[\/em][em]e113[\/em],5913,,2013/2/16 16:00,766,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,0,,,8.80158E+14,0,1178082004,821
SI,[em]e113[\/em][em]e113[\/em][em]e113[\/em],5926,,2013/2/16 16:00,765,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,0,,,8.80158E+14,0,1178082004,820
SI,[em]e113[\/em][em]e113[\/em],5939,,2013/2/16 15:59,764,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,0,,,8.80158E+14,0,1178082004,819
SI,[em]e113[\/em],5952,,2013/2/16 15:59,763,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,0,,,8.80158E+14,0,1178082004,818
SI,[em]e163[\/em][em]e163[\/em][em]e163[\/em][em]e163[\/em][em]e163[\/em],5900,,2013/2/16 15:59,762,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,0,,,8.80158E+14,0,1178082004,817
SI,快上学洛，要加油噢,5947,,2013/2/16 15:57,761,0,,0,,快上学洛，要加油噢,0,,,8.80158E+14,0,1178082004,816
SI,哈哈，新年快乐,5951,,2013/2/16 15:57,760,0,,0,,哈哈，新年快乐,0,,,8.80158E+14,0,1178082004,815
执着～。,"[img,100,100]http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/063.gif[\/img]嘿，你人很好，很有朋友缘，希望你2013继续保持自己这一优点！我想说不打招呼并不代表我不在乎你，反而你是重要的朋友！请原谅那些擦肩而过的画面！希望你别介意！！加油2013！",5523,1360993104,2013/2/16 2:00,759,0,,0,,\u003Ca href=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/063.gif\u0022 target=\u0022_blank\u0022>\u003Cimg src=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/063.gif\u0022 width=\u0022100\u0022 height=\u0022100\u0022  \/>\u003C\/a>\u003Cwbr  \/>嘿，你人很好，很有朋友缘，希望你2013继续保持自己这一优点！我想说不打招呼并不代表我不在乎你，反而你是重要的朋友！请原谅那些擦肩而过的画面！希望你别介意！！加油2013！,32,呵呵  不同世界的人呗  我刚起来 呵呵   笑一个,执着～。,18d495e00102c489,0,441089715,814
孟婆、来碗汤,来逛逛,5777,1360938676,2013/2/15 22:25,758,0,,0,,来逛逛,1056,哈哈，是吧,梁斯斯,18c08da0000ee001,0,811693761,813
Ymm,baby 新年快乐,5948,,2013/2/10 0:25,757,0,,0,,baby&nbsp;新年快乐,1024,,,58c4952000008001,0,765238191,812
Ymm,除夕夜快乐啊还没有到新年呢,5935,,2013/2/9 19:01,756,0,,0,,除夕夜快乐啊还没有到新年呢,1024,,,58c4952000008001,0,765238191,811
雪山黑狐,新年快乐,5955,,2013/2/9 17:44,755,0,,0,,新年快乐,4194304,,,18c19da00000e201,0,945697164,810
257,斯斯，新年快乐哈[em]e178[\/em],5938,,2013/2/9 15:59,754,0,,0,,斯斯，新年快乐哈\u003Cimg src=\u0022\/qzone\/em\/e178.gif\u0022  \/>\u003Cwbr  \/>,0,,,18d08d800202e001,0,1371962871,809
Fearless。,我旁边的妹纸，除夕快乐啦！要多多拿压岁钱噢[em]e120[\/em],5898,,2013/2/9 15:01,753,0,,0,,我旁边的妹纸，除夕快乐啦！要多多拿压岁钱噢\u003Cimg src=\u0022\/qzone\/em\/e120.gif\u0022  \/>\u003Cwbr  \/>,4194304,,, 8d495a40102c101,0,295765289,808
sunshine,因考虑到今晚会有铺天盖地的祝福短信堵塞网络，有理想有远见且智慧过人未卜先知的举世无双宇宙超级无敌天才——色，提前祝你除夕快乐，恭喜发财，红包拿来,5781,1360388183,2013/2/9 12:58,752,0,,0,,因考虑到今晚会有铺天盖地的祝福短信堵塞网络，有理想有远见且智慧过人未卜先知的举世无双宇宙超级无敌天才——色，提前祝你除夕快乐，恭喜发财，红包拿来,4195360,红包没有，有个人要不,梁斯斯,18d595a00000c201,0,1062448344,807
李二二,恩恩  。新年快乐。永远快乐。  花心的。。,5923,,2013/2/9 12:47,751,0,,0,,恩恩&nbsp;&nbsp;。新年快乐。永远快乐。&nbsp;&nbsp;花心的。。,0,,,d8c19da00002a201,0,457294784,806
┌淡啶\,Happy New Year[em]e113[\/em],5908,1360388139,2013/2/9 11:14,750,0,,0,,Happy&nbsp;New&nbsp;Year\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,4195360,哈哈，Happy,梁斯斯,18c495a00002c209,0,615831890,805
学不会,妹啊……新年快乐快乐,5939,,2013/2/9 7:46,749,0,,0,,妹啊……新年快乐快乐,1024,,,d8d19da4000ae001,0,467299453,804
学不会,妹啊……新年快乐快乐,5939,,2013/2/9 7:46,748,0,,0,,妹啊……新年快乐快乐,1024,,,d8d19da4000ae001,0,467299453,803
烟火的光芒,想起去年，对你是有点惭愧了，今年你要好好玩哦,5816,1360340086,2013/2/8 18:43,747,0,,0,,想起去年，对你是有点惭愧了，今年你要好好玩哦,4194336,你这样说，那就好，嘻嘻,烟火的光芒,18d59d800200c201,0,1678414035,802
烟火的光芒,明天就除夕了，时间过的是挺快，今年还没见过你的,5846,1360339835,2013/2/8 18:42,746,0,,0,,明天就除夕了，时间过的是挺快，今年还没见过你的,4194336,嗯嗯，会的,烟火的光芒,18d59d800200c201,0,1678414035,801
温暖如初,gogo。。。。。溜溜。，。。。,5937,,2013/2/6 21:13,745,0,,0,,gogo。。。。。溜溜。，。。。,0,,,18d195800000c101,0,694118107,800
何必在意再忆,[em]e113[\/em][em]e113[\/em][em]e113[\/em][em]e113[\/em],5854,1360107926,2013/2/5 22:28,744,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,4194336,[em]e113[\/em][em]e113[\/em][em]e113[\/em],梁斯斯,18519da00200c201,0,1311292345,799
何必在意再忆,绝不跑堂,5957,,2013/2/5 22:28,743,0,,0,,绝不跑堂,4194304,,,18519da00200c201,0,1311292345,798
何必在意再忆,来看看,5959,,2013/2/5 22:27,742,0,,0,,来看看,4194304,,,18519da00200c201,0,1311292345,797
Ymm,屎妹子 小年好啦,5946,,2013/2/4 20:23,741,0,,0,,屎妹子&nbsp;小年好啦,4195328,,,58c4952000008001,0,765238191,796
温暖如初,斯斯，我来溜溜、、、、,5943,,2013/2/3 21:23,740,0,,0,,斯斯，我来溜溜、、、、,0,,,18d195800000c101,0,694118107,795
「静谧」,呵呵，多踩踩,5953,,2013/1/31 21:11,739,0,,0,,呵呵，多踩踩,1024,,,18d0958002008101,0,1403664641,792
「静谧」,呵呵，多踩踩,5953,,2013/1/31 21:11,738,0,,0,,呵呵，多踩踩,1024,,,18d0958002008101,0,1403664641,791
「静谧」,呵呵，来看看啊,5951,,2013/1/31 21:11,737,0,,0,,呵呵，来看看啊,1024,,,18d0958002008101,0,1403664641,790
「静谧」,工作辛苦吗？,5821,1359644453,2013/1/31 21:10,736,0,,0,,工作辛苦吗？,1056,习惯了？别太累了啊,「静谧」,18d0958002008101,0,1403664641,789
MarCruePzing,"[img,100,100]http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/005.png[\/img]
",5876,,2013/1/31 13:40,735,0,,0,,\u003Ca href=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/005.png\u0022 target=\u0022_blank\u0022>\u003Cimg src=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/005.png\u0022 width=\u0022100\u0022 height=\u0022100\u0022  \/>\u003C\/a>\u003Cwbr  \/>\u003Cbr  \/>,0,,, 8d4a5a00002c201,0,694327317,788
MarCruePzing,"[img,100,100]http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/063.gif[\/img]
",5876,,2013/1/31 13:40,734,0,,0,,\u003Ca href=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/063.gif\u0022 target=\u0022_blank\u0022>\u003Cimg src=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/063.gif\u0022 width=\u0022100\u0022 height=\u0022100\u0022  \/>\u003C\/a>\u003Cwbr  \/>\u003Cbr  \/>,0,,, 8d4a5a00002c201,0,694327317,787
MarCruePzing,听说赚了钱,5910,1359624768,2013/1/31 13:40,733,0,,0,,听说赚了钱,32,哈哈，今天发了工资,梁斯斯, 8d4a5a00002c201,0,694327317,786
Lin  Zi,妳是,5853,1359464047,2013/1/29 19:09,732,0,,0,,妳是,4194336,我問你係邊個吖,Lin  Zi,18d195a00000c001,0,1197770224,784
烟火的光芒,每天都开开心心的哦,5945,,2013/1/27 9:09,731,0,,0,,每天都开开心心的哦,4194304,,,18d59d800200c201,0,1678414035,782
烟火的光芒,好久没有看见你了，你要好好的哦,5933,,2013/1/27 9:09,730,0,,0,,好久没有看见你了，你要好好的哦,4194304,,,18d59d800200c201,0,1678414035,781
烟火的光芒,其实好想好想一起去玩哩,5941,,2013/1/27 9:09,729,0,,0,,其实好想好想一起去玩哩,4194304,,,18d59d800200c201,0,1678414035,780
烟火的光芒,上午好,5957,,2013/1/27 9:08,728,0,,0,,上午好,4194304,,,18d59d800200c201,0,1678414035,779
何必在意再忆,看看,5961,,2013/1/26 20:33,727,0,,0,,看看,4195328,,,18519da00200c201,0,1311292345,778
何必在意再忆,来了,5961,,2013/1/26 20:33,726,0,,0,,来了,4195328,,,18519da00200c201,0,1311292345,777
简简单单,小弟，好久没来看你了哈,5943,,2013/1/25 10:24,725,0,,0,,小弟，好久没来看你了哈,4194304,,,18d095a001028101,0,540686659,775
とソ,斯斯～,5919,1358167437,2013/1/14 20:25,724,0,,0,,斯斯～,4195360,哎呀   稀客哟,梁斯斯,18d095200000a001,0,371994120,774
。,逢考必过啊，嘿嘿,5955,,2013/1/11 7:28,723,0,,0,,逢考必过啊，嘿嘿,4194304,,,98d095a80002d421,0,490854827,773
雪山黑狐,[em]e163[\/em],5950,,2013/1/9 16:03,722,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18c19da00000e201,0,945697164,772
雪山黑狐,注意保暖,5955,,2013/1/9 16:03,721,0,,0,,注意保暖,4194304,,,18c19da00000e201,0,945697164,771
。,哇，好早啊！太阳还没出来，睡觉咯！早睡早起身体好啊,5921,,2013/1/7 0:01,720,0,,0,,哇，好早啊！太阳还没出来，睡觉咯！早睡早起身体好啊,4194304,,,98d095a80002d421,0,490854827,770
Ymm,真的无聊啊 出去会冷死,5940,,2013/1/6 19:51,719,0,,0,,真的无聊啊&nbsp;出去会冷死,4195328,,,58c4952000008001,0,765238191,769
李二二,天冷，注意多穿衣服！,5943,,2013/1/6 17:45,718,0,,0,,天冷，注意多穿衣服！,1024,,,d8c19da00002a201,0,457294784,768
Ymm,冷,5959,,2013/1/6 1:19,717,0,,0,,冷,4195328,,,58c4952000008001,0,765238191,767
。,逛着逛着，就逛这里来了,5949,,2013/1/5 15:04,716,0,,0,,逛着逛着，就逛这里来了,4194304,,,98d095a80002d421,0,490854827,766
┌淡啶\,哎哟!大雪天的多穿点衣服啦!莫感冒的,5932,,2013/1/5 12:54,715,0,,0,,哎哟!大雪天的多穿点衣服啦!莫感冒的,4195328,,,18c495a00002c209,0,615831890,765
Ymm,脚好冷阿,5953,,2013/1/5 3:17,714,0,,0,,脚好冷阿,4195328,,,58c4952000008001,0,765238191,764
Ymm,我睡不着,5953,,2013/1/5 3:17,713,0,,0,,我睡不着,4195328,,,58c4952000008001,0,765238191,763
。,给你推荐部电影《小屁孩日记》，值得一看哦,5931,,2013/1/5 1:15,712,0,,0,,给你推荐部电影《小屁孩日记》，值得一看哦,4194304,,,98d095a80002d421,0,490854827,762
巴黎左岸 ,我说到做到啊！只是要你来咯！,5936,,2013/1/4 21:33,711,0,,0,,我说到做到啊！只是要你来咯！,4194304,,,18d18de0020ec201,0,1373871956,761
巴黎左岸 ,要不你来啥,5954,,2013/1/4 21:28,710,0,,0,,要不你来啥,4194304,,,18d18de0020ec201,0,1373871956,760
巴黎左岸 ,1314,5960,,2013/1/4 18:27,709,0,,0,,1314,4194304,,,18d18de0020ec201,0,1373871956,759
so nice,2013.祝你好运,5952,,2013/1/4 14:38,708,0,,0,,2013.祝你好运,0,,, 8d19da00000c101,0,295346487,758
ZHIZHI,201314,5961,,2013/1/4 11:47,707,0,,0,,201314,1024,,,8.85E+112,0,1277158716,757
ZHIZHI,201314,5923,1357272129,2013/1/4 11:46,706,0,,0,,201314,1056,恩恩，爱你一生一世,梁斯斯,8.85E+112,0,1277158716,756
。,哈哈，我来了！,5957,,2013/1/4 5:19,705,0,,0,,哈哈，我来了！,4194304,,,98d095a80002d421,0,490854827,755
Ymm,元旦快乐,5953,,2013/1/1 11:43,704,0,,0,,元旦快乐,4195328,,,58c4952000008001,0,765238191,754
。,2013，新的开始！新年快乐,5945,,2013/1/1 2:09,703,0,,0,,2013，新的开始！新年快乐,0,,,98d095a80002d421,0,490854827,753
Ymm,也没有吧 主要是在家里有点无聊 天气又有蛮好 ,5918,,2012/12/30 15:22,702,0,,0,,也没有吧&nbsp;主要是在家里有点无聊&nbsp;天气又有蛮好&nbsp;,1024,,,58c4952000008001,0,765238191,752
Ymm,噢噢 我还以为学校唉 学校停电了那就会不得清了 我打算晚上出去潇洒一下,5894,,2012/12/30 15:18,701,0,,0,,噢噢&nbsp;我还以为学校唉&nbsp;学校停电了那就会不得清了&nbsp;我打算晚上出去潇洒一下,4195328,,,58c4952000008001,0,765238191,751
Ymm,不是吧 宿舍停电了 为什么 是没有电费了？不科学啊,5914,,2012/12/30 13:39,700,0,,0,,不是吧&nbsp;宿舍停电了&nbsp;为什么&nbsp;是没有电费了？不科学啊,4195328,,,58c4952000008001,0,765238191,750
Ymm,我上午一点一十以前 晚上六点半多久吃完饭了 好正常,5913,,2012/12/29 19:06,699,0,,0,,我上午一点一十以前&nbsp;晚上六点半多久吃完饭了&nbsp;好正常,4195328,,,58c4952000008001,0,765238191,749
Ymm,我大资兴的天气好好,5943,,2012/12/28 17:37,698,0,,0,,我大资兴的天气好好,4195328,,,58c4952000008001,0,765238191,748
Ymm,你今晚可以在学校潇洒一下,5937,,2012/12/28 16:00,697,0,,0,,你今晚可以在学校潇洒一下,4195328,,,58c4952000008001,0,765238191,747
Ymm,你今晚还有外联部的活动吧 不然就可以做四点多的那一趟车回去吧？,5900,,2012/12/28 16:00,696,0,,0,,你今晚还有外联部的活动吧&nbsp;不然就可以做四点多的那一趟车回去吧？,4195328,,,58c4952000008001,0,765238191,746
Ymm,那有没有一种比你回家还快的感觉啊 哈哈,5924,,2012/12/28 15:46,695,0,,0,,那有没有一种比你回家还快的感觉啊&nbsp;哈哈,4195328,,,58c4952000008001,0,765238191,745
Ymm,嘿嘿嘿 那是的啦 快吧,5941,,2012/12/28 15:45,694,0,,0,,嘿嘿嘿&nbsp;那是的啦&nbsp;快吧,1024,,,58c4952000008001,0,765238191,744
Ymm,我到了 啦啦啦 我都到了 屌不屌,5932,,2012/12/28 15:26,693,0,,0,,我到了&nbsp;啦啦啦&nbsp;我都到了&nbsp;屌不屌,4195328,,,58c4952000008001,0,765238191,743
Ymm,我不是一直都在密谋这件事情吗 最后一节课不上,5918,,2012/12/28 15:25,692,0,,0,,我不是一直都在密谋这件事情吗&nbsp;最后一节课不上,4195328,,,58c4952000008001,0,765238191,742
简简单单,哈哈哈哈,5957,,2012/12/27 18:04,691,0,,0,,哈哈哈哈,4195328,,,18d095a001028101,0,540686659,741
简简单单,哈哈哈,5959,,2012/12/27 18:03,690,0,,0,,哈哈哈,4195328,,,18d095a001028101,0,540686659,740
简简单单,哈哈,5961,,2012/12/27 18:03,689,0,,0,,哈哈,4195328,,,18d095a001028101,0,540686659,739
简简单单,哈,5963,,2012/12/27 18:03,688,0,,0,,哈,4195328,,,18d095a001028101,0,540686659,738
257,接着找,5961,,2012/12/26 23:51,687,0,,0,,接着找,4195328,,,18d08d800202e001,0,1371962871,737
257,下学期,5961,,2012/12/26 23:51,686,0,,0,,下学期,4195328,,,18d08d800202e001,0,1371962871,736
257,不着急,5961,,2012/12/26 23:51,685,0,,0,,不着急,4195328,,,18d08d800202e001,0,1371962871,735
257,找男朋友,5959,,2012/12/26 23:51,684,0,,0,,找男朋友,4195328,,,18d08d800202e001,0,1371962871,734
257,还有,5963,,2012/12/26 23:51,683,0,,0,,还有,4195328,,,18d08d800202e001,0,1371962871,733
257,就回家吧,5959,,2012/12/26 23:50,682,0,,0,,就回家吧,4195328,,,18d08d800202e001,0,1371962871,732
257,雪,5965,,2012/12/26 23:50,681,0,,0,,雪,4195328,,,18d08d800202e001,0,1371962871,731
257,看不到,5961,,2012/12/26 23:50,680,0,,0,,看不到,4195328,,,18d08d800202e001,0,1371962871,730
257,让我,5963,,2012/12/26 23:50,679,0,,0,,让我,4195328,,,18d08d800202e001,0,1371962871,729
257,不会,5963,,2012/12/26 23:50,678,0,,0,,不会,4195328,,,18d08d800202e001,0,1371962871,728
257,下雪,5963,,2012/12/26 23:50,677,0,,0,,下雪,4195328,,,18d08d800202e001,0,1371962871,727
257,时候,5963,,2012/12/26 23:49,676,0,,0,,时候,4195328,,,18d08d800202e001,0,1371962871,726
257,什么,5963,,2012/12/26 23:49,675,0,,0,,什么,4195328,,,18d08d800202e001,0,1371962871,725
257,长沙这鬼天气,5955,,2012/12/26 23:49,674,0,,0,,长沙这鬼天气,4195328,,,18d08d800202e001,0,1371962871,724
257,斯斯啊,5961,,2012/12/26 23:49,673,0,,0,,斯斯啊,4195328,,,18d08d800202e001,0,1371962871,723
Ymm,哎哟哎哟 考试好操蛋,5942,,2012/12/26 11:37,672,0,,0,,哎哟哎哟&nbsp;考试好操蛋,1024,,,58c4952000008001,0,765238191,722
。,貌似快要下雪了，出门记得多穿衣服啊,5927,,2012/12/26 8:27,671,0,,0,,貌似快要下雪了，出门记得多穿衣服啊,4194304,,,98d095a80002d421,0,490854827,721
慢悠悠,圣诞快乐,5922,1356439886,2012/12/25 16:42,670,0,,0,,圣诞快乐,1056,[em]e113[\/em],梁斯斯,18509d800200c001,0,1803320618,720
Ymm,"[ft=,3,]Merry Christmas！[\/ft]",5931,,2012/12/25 12:53,669,0,,0,,\u003Cspan style=\u0022line-height:1.8em;font-size:16px;\u0022>Merry&nbsp;Christmas！\u003C\/span>\u003Cwbr  \/>,0,,,58c4952000008001,0,765238191,719
雪山黑狐,平安平安 开心噢,5948,,2012/12/24 17:29,668,0,,0,,平安平安&nbsp;开心噢,4195328,,,18c19da00000e201,0,945697164,718
范范范范玮琪, 平安夜快乐。,5952,,2012/12/24 8:48,667,0,,0,,&nbsp;平安夜快乐。,1024,,,18d495a00000c101,0,652675207,717
莪很好，那么迩呢、,卟知怎么，习惯了凌晨逛空间,5923,,2012/12/24 0:33,666,0,,0,,卟知怎么，习惯了凌晨逛空间,1024,,,185095a00000c101,0,1292368104,716
Ymm,回家的 晚安,5950,,2012/12/22 1:10,665,0,,0,,回家的&nbsp;晚安,4195328,,,58c4952000008001,0,765238191,715
你就是那倾国倾城貌,[img]http:\/\/piccache3.soso.com\/face\/_5663373028670280397[\/img],5889,,2012/12/21 16:47,664,0,,0,,\u003Ca href=\u0022http:\/\/piccache3.soso.com\/face\/_5663373028670280397\u0022 target=\u0022_blank\u0022>\u003Cimg src=\u0022http:\/\/piccache3.soso.com\/face\/_5663373028670280397\u0022  \/>\u003C\/a>\u003Cwbr  \/>,0,,, 8c195a00002c001,0,1055721960,714
你就是那倾国倾城貌,[em]e113[\/em],5938,,2012/12/21 16:47,663,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,0,,, 8c195a00002c001,0,1055721960,713
你就是那倾国倾城貌,[em]e100[\/em],5938,,2012/12/21 16:47,662,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>,0,,, 8c195a00002c001,0,1055721960,712
Ymm,嗯,5959,,2012/12/21 11:17,661,0,,0,,嗯,1024,,,58c4952000008001,0,765238191,711
Ymm,是有多认识啊 坐在后面一点就好了啊 明星,5923,,2012/12/21 10:31,660,0,,0,,是有多认识啊&nbsp;坐在后面一点就好了啊&nbsp;明星,1024,,,58c4952000008001,0,765238191,710
Fearless。,妹纸，不瞒你说，我觉得这是世界上最完美无缺的计划了。蛮好的蛮好的。就从了我们吧！,5873,,2012/12/21 10:26,659,0,,0,,妹纸，不瞒你说，我觉得这是世界上最完美无缺的计划了。蛮好的蛮好的。就从了我们吧！,4195328,,, 8d495a40102c101,0,295765289,709
Ymm,看末日爬上来,5949,,2012/12/21 10:24,658,0,,0,,看末日爬上来,4195328,,,58c4952000008001,0,765238191,708
Ymm,我觉得这建议还比较成熟吧 怎么样,5930,,2012/12/21 10:21,657,0,,0,,我觉得这建议还比较成熟吧&nbsp;怎么样,4195328,,,58c4952000008001,0,765238191,707
Ymm,我们下个星期五换课吧 我们先上会计 你们先上管理,5915,,2012/12/21 9:25,656,0,,0,,我们下个星期五换课吧&nbsp;我们先上会计&nbsp;你们先上管理,1024,,,58c4952000008001,0,765238191,706
Ymm,我有一个想法,5949,,2012/12/21 8:54,655,0,,0,,我有一个想法,4195328,,,58c4952000008001,0,765238191,705
Fearless。,想个办法咯 用你那长长的头发把脸全部包住 偷偷的睡觉 哈哈,5898,,2012/12/20 19:02,654,0,,0,,想个办法咯&nbsp;用你那长长的头发把脸全部包住&nbsp;偷偷的睡觉&nbsp;哈哈,0,,, 8d495a40102c101,0,295765289,704
Fearless。,可怜的娃啊，听个讲座都不能睡觉,5923,,2012/12/20 19:02,653,0,,0,,可怜的娃啊，听个讲座都不能睡觉,0,,, 8d495a40102c101,0,295765289,703
。,哎，何得了落,5942,,2012/12/20 18:20,652,0,,0,,哎，何得了落,4195328,,,18d58dc00002c401,0,869904377,702
。,想起要跳舞我就要吐血,5934,,2012/12/20 18:19,651,0,,0,,想起要跳舞我就要吐血,4195328,,,18d58dc00002c401,0,869904377,701
「静谧」,[em]e100[\/em],5952,,2012/12/20 17:26,650,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>,0,,,18d0958002008101,0,1403664641,700
「静谧」,[em]e100[\/em],5952,,2012/12/20 17:26,649,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>,0,,,18d0958002008101,0,1403664641,699
「静谧」,[em]e100[\/em],5952,,2012/12/20 17:25,648,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>,0,,,18d0958002008101,0,1403664641,698
「静谧」,[em]e100[\/em],5952,,2012/12/20 17:25,647,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>,0,,,18d0958002008101,0,1403664641,697
「静谧」,[em]e100[\/em],5952,,2012/12/20 17:25,646,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e100.gif\u0022  \/>\u003Cwbr  \/>,0,,,18d0958002008101,0,1403664641,696
Fearless。,明天床上躺一天哟躺一天~末日快来啦啦啦！,5914,,2012/12/20 16:56,645,0,,0,,明天床上躺一天哟躺一天~末日快来啦啦啦！,4195328,,, 8d495a40102c101,0,295765289,695
Fearless。,一下课鸡肉卷就搞起啊啊！,5929,,2012/12/20 16:55,644,0,,0,,一下课鸡肉卷就搞起啊啊！,4195328,,, 8d495a40102c101,0,295765289,694
Fearless。,我恨联通啊啊啊，信号太差了！！！,5921,,2012/12/20 16:54,643,0,,0,,我恨联通啊啊啊，信号太差了！！！,4195328,,, 8d495a40102c101,0,295765289,693
Ymm,上英语课冷死了 还有这么久 哎哟喂,5929,,2012/12/20 16:13,642,0,,0,,上英语课冷死了&nbsp;还有这么久&nbsp;哎哟喂,4195328,,,58c4952000008001,0,765238191,692
Ymm,世界末日之前我们还有很多事情没有做唉,5925,,2012/12/20 16:12,641,0,,0,,世界末日之前我们还有很多事情没有做唉,4195328,,,58c4952000008001,0,765238191,691
Ymm,不行 你不能去 不能去阿 你今天有一个会要开,5920,,2012/12/20 16:12,640,0,,0,,不行&nbsp;你不能去&nbsp;不能去阿&nbsp;你今天有一个会要开,4195328,,,58c4952000008001,0,765238191,690
Ymm,在这里 电信就是王道啊,5940,,2012/12/20 16:11,639,0,,0,,在这里&nbsp;电信就是王道啊,4195328,,,58c4952000008001,0,765238191,689
巴黎左岸 ,（这是第五条）踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩。（一百个踩）,5710,1355899675,2012/12/19 14:35,638,0,,0,,（这是第五条）踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩踩。（一百个踩）,4195360,你厉害,梁斯斯,18d18de0020ec201,0,1373871956,687
巴黎左岸 ,改 一下，应我心的要求,5943,,2012/12/19 14:27,637,0,,0,,改&nbsp;一下，应我心的要求,4195328,,,18d18de0020ec201,0,1373871956,686
巴黎左岸 ,你先找个人做实验，在送我,5818,1355899656,2012/12/19 14:25,636,0,,0,,你先找个人做实验，在送我,4195360,真的肯定真的,梁斯斯,18d18de0020ec201,0,1373871956,685
巴黎左岸 ,代表207党中央慰问你,5945,,2012/12/19 14:24,635,0,,0,,代表207党中央慰问你,4195328,,,18d18de0020ec201,0,1373871956,684
